59, 230
155.4, 304
18.2, 689.2
538.7, 719.6
638.3, 399.3
312.3, 260.7
860.3, 925.6
900.7, 48.2
375.8, 167.6
936.3, 826.9
189.2, 515.3
799.9, 742.2
763.9, 156
806.8, 346.9
764.2, 758.3
536.1, 714.4
534.6, 561.2
314.8, 812.2
726.8, 175.8
130.2, 975.9
433, 803.7
708.4, 285.9
951.1, 756.2
283.6, 389.6
844.1, 33.6
798.4, 245.1
305, 738.5
201.7, 906.7
356.8, 458.8
903, 784.3
54.1, 672.2
743.1, 331
373.9, 198.9
465.6, 337.2
740.5, 740.4
211.3, 510.9
297.6, 382.4
86.2, 815.7
871.9, 365.2
121.4, 742.4
661.1, 504.4
675.9, 840
669.3, 930.6
440.1, 78.6
807.5, 639
64.7, 39.6
938.5, 48.1
124, 192.5
369.6, 964.4
670.1, 241.8
852.3, 172.4
263.8, 413.1
852.5, 195.6
771.2, 730.8
63.1, 524.8
776.3, 565.7
78.8, 947.1
520.2, 664.5
100.5, 227.4
383.8, 286.3
122.6, 748.5
74.8, 159.9
449.3, 264.6
568.8, 553.1
627.2, 424.1
133.6, 526.7
55.9, 394.2
297.8, 277.8
78.1, 811.4
719.4, 617.4
260.3, 410.4
571.7, 935.8
687.3, 343.9
270.7, 288.7
318.4, 223.7
280.4, 377.9
33.3, 850.7
971.7, 522.7
741.4, 70.2
411, 163.7
496, 37.4
782.1, 847.4
655.4, 785.4
393.2, 982.2
829.1, 502.4
811.2, 308
264.2, 488.1
253.7, 986.4
918.8, 817.8
521.4, 396.2
283, 205.3
292.1, 157.6
893.9, 156.7
743.8, 20.6
904.7, 942.3
194.5, 136.1
270.5, 183.8
642.4, 816.2
457.5, 449.1
854.9, 308
744.1, 445.1
571.3, 832.9
419.4, 469.7
689.3, 321
571.1, 286.4
237.1, 916.5
864.4, 573.6
894.5, 619.2
226, 414.4
699.3, 904
733, 761.9
929.7, 29.1
160.7, 569.4
520.7, 88.6
544.8, 918.5
480.8, 911.5
48.4, 424.3
814.2, 281.2
299, 833.1
303.9, 898.5
850.2, 744.8
21.9, 191.7
345.3, 961
639, 778.3
407.2, 52
12.9, 785.9
950, 305.2
336.9, 658
32.6, 511.3
484.4, 735.8
132.1, 806.5
443.6, 141.7
753, 540.7
716, 72.7
96.6, 409.5
756.6, 890.8
432.6, 677.9
437.5, 678.5
255.4, 537.7
779, 601.1
3.2, 575.2
947.3, 305.5
392.4, 51.6
578.4, 126.3
417.5, 601.7
642.6, 401.9
4.1, 895
285.1, 205.9
746.7, 422.4
811.2, 139.4
225.3, 537.2
354.1, 13.4
47.9, 100.6
872.1, 686.1
37.8, 10.1
258, 531.1
246, 718.4
250.7, 952.6
649.9, 807.7
979.1, 579.7
291.6, 250.6
728.7, 746.2
35.4, 166.9
524.7, 182.6
283.5, 440.9
416.3, 517.1
624, 281.2
702.5, 829
79.4, 728.2
461, 648.2
47.5, 810.7
562.3, 114.3
155.7, 849.6
230.5, 552
662.1, 648.5
234.8, 183.7
124.5, 607.7
983.4, 671
292.3, 279.2
380.4, 382.6
364.5, 430.4
977.7, 848
270.1, 220.2
97.7, 523.1
685.8, 774.4
557.1, 430.8
381.7, 978.7
936.5, 220.7
806.8, 129.5
2.3, 908.1
772.9, 674
609.7, 823.3
697.3, 362.5
838.4, 834
217, 976.6
103.9, 557.6
513.8, 410.9
847.3, 292.1
400, 298.7
154, 652.5
941.3, 879.2
252.7, 175.1
42.4, 233.3
462.1, 364.6
239.4, 924.3
414.8, 109.6
741.3, 83.1
620.8, 24.9
190.8, 924.2
900.6, 946.3
393.5, 947.9
428, 455.9
449.7, 816.3
981.8, 350
936.1, 247
170.8, 367
496, 665.2
452, 175.2
931, 737.1
499.4, 622.1
514.6, 972.7
150.7, 994.2
209.9, 63.2
712.2, 601.8
42.6, 479.8
737.9, 355.8
395.7, 623.2
628, 227.2
150, 724.9
69.8, 95.2
620.9, 66.1
737.9, 602.6
255.2, 422.9
993.9, 291.6
175, 51.5
993.3, 646
414.9, 806.4
503, 273.9
130.1, 996.8
416.2, 522
74, 431.5
965, 414.7
217.6, 411.7
696.2, 172.9
811.3, 594.8
582.9, 316.7
358.4, 80.2
79, 748.7
578.6, 425.1
326.6, 399.1
286.1, 783.7
141.6, 278.7
288.8, 924.4
327.6, 820.1
643.8, 484.1
503.9, 498
386.3, 713.1
130.5, 133.5
784.9, 882.7
129.7, 346.3
204.4, 3.2
254.1, 71.6
262.1, 55.1
633, 286.8
499.2, 369.7
231.8, 370.6
651.4, 424.7
926.6, 262.9
539.5, 222.1
671.1, 608.9
923.5, 682.2
623.4, 800.5
527, 484.6
904.1, 619.1
50, 386
831.3, 498.6
922.3, 888.8
480.7, 148.5
910.6, 882.7
374.4, 902.6
461, 452.2
100.4, 95.2
855.7, 878.7
11.1, 549.5
259.2, 173.3
574.8, 826.4
467.9, 460.6
925.9, 793.5
424.8, 706.7
65.7, 798.7
167.3, 615.4
623.8, 874.1
24, 799.2
153.9, 940.1
309.6, 332.8
371.3, 570.3
77.4, 566.3
259.2, 32.4
336.4, 184.7
495.9, 703.4
506.9, 266.6
554.4, 634.9
355.5, 873.1
181.4, 693
595.2, 93.4
793.8, 928.5
252.2, 612.4
877.6, 351.6
572.9, 641.4
413.5, 226.5
61.5, 370.1
82, 110.1
407.8, 134
847.5, 800.8
869.9, 928.1
42.3, 907.4
731.6, 195.8
255.3, 98.2
955, 446.4
881.3, 47.9
114.3, 943.9
756.4, 387.6
220.6, 712.1
751.9, 434.8
568.6, 436.4
829.2, 368.8
241.5, 538.8
890, 717.6
254.7, 64.2
745.1, 302.1
391, 844.9
856.5, 62.4
839.1, 303.5
783.8, 767.8
592.7, 784.5
830.2, 443.5
863.4, 353.5
501.1, 257.3
211.9, 930.2
548.3, 589.2
774.5, 577.9
506.8, 412.7
481.4, 913
376.7, 966.7
979.9, 340.5
51.2, 880.6
642.9, 117
38.5, 487
404, 779.8
214.3, 428.8
676.5, 990.3
725.4, 928
542.5, 303
646.8, 185.5
92.5, 290.9
678.6, 427.6
939.2, 94.9
620.7, 601.8
759.6, 113.3
833.4, 784.2
340.7, 737.7
613.7, 16.9
160.5, 858.5
793.2, 713.7
526.2, 113.8
771.8, 506.6
778.2, 402.6
225.1, 661.2
953.1, 127.2
376.2, 35.6
542.9, 597.3
745.7, 242.7
912.5, 417.8
872.2, 801.8
398.8, 890.2
510.1, 898.2
844.7, 167.3
109.4, 58.4
85.4, 293.9
5.5, 882.5
831.7, 299.4
190.6, 632.9
171.2, 150.9
4.6, 286.6
51.2, 862.6
729, 821.7
225.7, 142.6
237, 387.4
156.2, 148.9
373.1, 334.4
770.4, 774.1
104.3, 258
125.1, 152.1
174.9, 483.1
312, 127.6
678.4, 233.5
118, 295.6
748.5, 872.6
326.2, 24.9
300.8, 524.9
269.3, 973.6
195.3, 428.2
535.8, 862.1
332.1, 3
149.4, 336.6
455.8, 721.4
206.3, 290.7
986.8, 927.6
835, 929
88.8, 199.8
467.5, 604.5
734.2, 195.3
144, 239.4
477.3, 110.4
864.2, 162
